rural_or_urban,state_name,district_name,block_tehsil_name,town_municipality_name,village_name,ward_name,serial_number,enumeration_date,water_body_present_sac_data,unique_id,water_body_name,basin_name,sub_basin_name,water_body_type,nature_of_storage,khasra_number,latitude,longitude,water_body_location,ownership,water_body_in_use,water_body_uses_1,water_body_uses_2,water_body_uses_3,cca_water_body,ipc_water_body,not_in_use_reason,water_body_nature,manmade_water_body_type,construction_year,construction_cost,renovation_year,renovation_cost,water_body_presently_under_repair_renovation_restoration,scheme_under_revival_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,targeted_potential_revival,irrigation_potential_revived,associated_with_central_scheme,central_scheme_name,water_throughout_year,number_months,water_spread_area_reference_year,water_spread_area_current_year,minimum_water_spread_area,maximum_water_spread_area,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage,presence_of_silt,filled_up_storage_space,no_of_town_cities_benefited,no_of_villages_benefited,no_people_benefited_by_water_body,wua_exists,extent_of_area_covered_by_wua,number_of_wua_formed,dip_sip_exists,water_body_encroached,encroachment_assessed,area_encroached_percentage,standalone_or_connected,number_of_connected_water_bodies,captured_in_previous_census,enumerator_name,image_path,created_on,remark
Rural,GOA,North Goa,Bardez,,Parra,,9,2026-05-05,No,1/30/551/005929/0626675/0009,Aradi 191/19 ,,,Ponds,,191/19,15.5642872,73.7760181,Others,Other private body,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,6.91,6.91,3.46,13.82,13.82,100.0,100.0,Full,No,Filled up every year,2.0,1.0,200.0,No,,,No,No,,,1-Standalone,,No,SHILPA KANDOLKAR,MIC_2697767.jpeg,2026-05-08 16:05:53.024,Needs Maintenance 
Rural,GOA,North Goa,Bardez,,Parra,,10,2026-04-30,No,1/30/551/005929/0626675/0010,Namas,,,Tank,,10/9,15.5720268,73.7797302,Others,Other private body,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,71.87,71.87,35.93,143.74,10.0,100.0,1.0,Full,Yes,Filled up every year,1.0,1.0,50.0,No,,,No,No,,,1-Standalone,,No,SHILPA KANDOLKAR,MIC_2708340.jpeg,2026-05-12 08:24:36.973,Good
Rural,GOA,North Goa,Bardez,,Parra,,11,2026-05-13,No,1/30/551/005929/0626675/0011,Boka Araddi,,,Ponds,,216/17,15.5695122,73.7793098,Others,Other private body,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,78.36,78.36,39.18,156.72,100.0,1.0,1.0,Nil/Negligible filled up,No,Never filled up,,,,No,,,No,No,,,1-Standalone,,No,SHILPA KANDOLKAR,MIC_2713764.jpeg,2026-05-13 10:12:31.365,"Needs improvement, no way to pond should be developed soon"
Rural,GOA,North Goa,Bardez,,Parra,,12,2026-05-13,No,1/30/551/005929/0626675/0012,Boka Araddi,,,Ponds,,216/17,15.5695122,73.7793098,Others,Other private body,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,78.36,78.36,39.18,156.72,100.0,1.0,1.0,Nil/Negligible filled up,No,Never filled up,,,,No,,,No,No,,,1-Standalone,,No,SHILPA KANDOLKAR,MIC_2713765.jpeg,2026-05-13 10:13:19.662,"Needs improvement, no way to pond should be developed soon"
Rural,GOA,North Goa,Bardez,,Verla,,1,2026-04-28,No,1/30/551/005929/0626676/0001,shree Rashtroli Narayandev Devasthan Tali Sy No 22/40,,,Tank,,22/40,15.5870127,73.7900227,Others,Other private body,Yes,Recreation,Religious,Natural Habitat for birds/Animals,,,,Man-made,Concrete,2015.0,3000000.0,2019.0,500000.0,No,,,,,,,No,,Yes,,351.0,351.0,315.0,351.0,8.0,2808.0,2800.0,Full,Yes,Filled up every year,1.0,5.0,350.0,No,,,No,No,,,1-Standalone,,Yes,MIKESH S KALANGUTKAR,MIC_2664812.jpeg,2026-04-28 12:37:19.356,
Rural,GOA,North Goa,Bardez,,Verla,,2,2026-04-30,No,1/30/551/005929/0626676/0002,Revobachi Tali Sy No 24/13,,,Ponds,,24/13,15.5869455,73.7880389,Others,Group of Individuals,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,173.0,150.0,110.0,150.0,1.8,270.0,200.0,Full,Yes,Filled up every year,1.0,1.0,0.0,Yes,1.0,7.0,No,No,,,1-Standalone,,No,MIKESH S KALANGUTKAR,MIC_2670462.jpeg,2026-04-30 10:03:08.316,
Rural,GOA,North Goa,Bardez,,Canca,,1,2026-04-29,Yes,1/30/551/005929/0626677/0001,Vishwati Vishweswar Shivshankar Temple Tank,,,Tank,,1/4,15.5839217,73.8014467,Tribal,Other private body,No,,,,,,Others,Man-made,Masonary,2014.0,10000000.0,2018.0,1000000.0,No,,,,,,,No,,Yes,,859.42,859.42,850.5,859.42,3.5,3007.97,1718.84,Full,Yes,Filled up every year,0.0,1.0,0.0,No,,,No,No,,,1-Standalone,,No,UMRAJ KHAN,MIC_2667737.jpeg,2026-04-29 12:12:50.367,
Rural,GOA,North Goa,Bardez,,Canca,,2,2026-04-29,No,1/30/551/005929/0626677/0002,"Siddpursh Narayandev Temple Tank,Tolem",,,Tank,,39/3,15.5905267,73.8006646,Tribal,Other private body,No,,,,,,Others,Man-made,Masonary,2015.0,1500000.0,2018.0,3500000.0,No,,,,,,,No,,Yes,,187.22,187.22,186.22,187.22,2.5,468.05,336.99,Full,Yes,Filled up every year,0.0,1.0,0.0,No,,,No,No,,,1-Standalone,,No,UMRAJ KHAN,MIC_2669406.jpeg,2026-04-29 18:29:43.419,
Rural,GOA,North Goa,Bardez,,Canca,,3,2026-05-04,Yes,1/30/551/005929/0626677/0003,sasan,,,Ponds,,18/2,15.5800158,73.7983999,Others,Other private body,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,82.96,82.96,40.0,82.96,0.5,41.48,4.0,Full,Yes,Filled up every year,1.0,1.0,0.0,No,,,No,No,,,1-Standalone,,No,UMRAJ KHAN,MIC_2683171.jpeg,2026-05-04 17:35:01.397,Nil 
Rural,GOA,North Goa,Bardez,,Bastora,,1,2026-04-28,No,1/30/551/005929/0626678/0001,Pond near Satpuresh Temple ,,,Ponds,,10,15.5821337,73.8244403,Others,Group of Individuals,Yes,Religious,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,107816.0,107816.0,5398.0,215632.0,2.0,107816.0,10786.0,Full,No,Filled up every year,1.0,1.0,400.0,No,,,No,No,,,1-Standalone,,No,NIKITA N MATHKAR,MIC_2664846.jpeg,2026-04-28 12:40:53.365,
Rural,GOA,North Goa,Bardez,,Bastora,,2,2026-04-28,No,1/30/551/005929/0626678/0002,Lom ,,,Tank,,78/1,15.582806,73.826088,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,329.57,329.57,164.785,659.14,2.0,329.57,329.5,Full,No,Filled up every year,1.0,1.0,300.0,No,,,No,No,,,1-Standalone,,No,NIKITA N MATHKAR,MIC_2670891.jpeg,2026-04-30 11:13:00.08,
Rural,GOA,North Goa,Bardez,,Bastora,,3,2026-05-01,No,1/30/551/005929/0626678/0003,PELASE,,,Ponds,,24/38,15.58766,73.82385,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,738.68,738.68,369.34,1477.36,2.0,738.68,738.68,Full,No,Filled up every year,1.0,1.0,150.0,No,,,No,No,,,1-Standalone,,No,NIKITA N MATHKAR,MIC_2673948.jpeg,2026-05-01 10:27:37.595,
Rural,GOA,North Goa,Bardez,,Bastora,,4,2026-05-01,No,1/30/551/005929/0626678/0004,GOTHAN KOMB,,,Ponds,,34/24,15.58521,73.82493,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,108.86,108.86,54.43,217.72,2.0,108.86,108.86,Upto 1/2,No,Filled up every year,1.0,1.0,150.0,No,,,No,No,,,1-Standalone,,No,NIKITA N MATHKAR,MIC_2680770.jpeg,2026-05-03 19:05:06.732,
Rural,GOA,North Goa,Bardez,,Bastora,,5,2026-05-01,No,1/30/551/005929/0626678/0005,Pedar,,,Ponds,,45/19,15.5888562,73.827785,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,96.15,96.152,48.075,192.3,2.0,96.15,96.15,Upto 1/2,No,Filled up every year,1.0,1.0,150.0,No,,,No,No,,,1-Standalone,,No,NIKITA N MATHKAR,MIC_2681963.jpeg,2026-05-04 11:29:09.581,
Rural,GOA,North Goa,Bardez,,Paliem,,1,2026-05-07,Yes,1/30/551/005929/0626679/0001,kapacho hondo ,,,Ponds,,15/21,15.5686525,73.8295923,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,1064.99,1064.99,500.0,1064.99,2.0,3208.0,3208.0,Full,Yes,Filled up every year,0.0,1.0,,No,,,No,No,,,1-Standalone,,Yes,SHIVRAM PRABHU,MIC_2692740.jpeg,2026-05-07 13:25:24.515,also know as barpato 
Rural,GOA,North Goa,Bardez,,Paliem,,2,2026-05-07,Yes,1/30/551/005929/0626679/0002,barazan tali 16/11,,,Ponds,,16/11,15.5751059,73.8290682,Others,Group of Individuals,Yes,Other,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,256.0,256.0,200.0,256.0,2.0,512.0,512.0,Full,Yes,Filled up every year,0.0,1.0,20.0,No,,,No,No,,,1-Standalone,,Yes,SHIVRAM PRABHU,MIC_2692865.jpeg,2026-05-07 13:42:18.71,
Rural,GOA,North Goa,Bardez,,Paliem,,3,2026-05-07,Yes,1/30/551/005929/0626679/0003,baracho patto 16/13,,,Ponds,,16/13,15.5686525,73.8295923,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,69.0,69.0,50.0,69.0,2.0,138.0,138.0,Full,Yes,Filled up every year,0.0,1.0,20.0,No,,,No,No,,,1-Standalone,,No,SHIVRAM PRABHU,MIC_2692991.jpeg,2026-05-07 13:55:47.308,
Rural,GOA,North Goa,Bardez,,Nachinola,,1,2026-05-03,Yes,1/30/551/005929/0626682/0001,Talikade,,,Ponds,,6/1,15.5892649,73.8508559,Others,Group of Individuals,Yes,Religious,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,511.57,511.57,426.0,511.57,4.0,2044.0,2000.0,Full,No,Filled up every year,0.0,1.0,100.0,No,,,No,No,,,1-Standalone,,Yes,SHIVRAM PRABHU,MIC_2680714.jpeg,2026-05-03 18:20:30.274,
Rural,GOA,North Goa,Bardez,,Sangolda,,1,2026-05-03,Yes,1/30/551/005929/0626688/0001,"Ganesh kund, Omkar Dham ",,,Tank,,19/33,15.5467443,73.8059593,Others,Group of Individuals,No,,,,,,Others,Man-made,Concrete,2005.0,800000.0,2024.0,500000.0,No,,,,,,,No,,Yes,,87.0,87.0,55.0,87.0,3.0,261.0,80.0,Full,Yes,Filled up every year,1.0,2.0,0.0,No,,,No,No,,,1-Standalone,,No,NEELESH S NANOSKAR,MIC_2682221.jpeg,2026-05-04 12:37:43.422,
Rural,GOA,North Goa,Bardez,,Sangolda,,2,2026-05-03,Yes,1/30/551/005929/0626688/0002,Toyrem,,,Ponds,,15/4,15.5512233,73.8037141,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,1210.0,1210.0,25.0,1210.0,4.0,5600.0,40.0,Full,Yes,Filled up every year,,1.0,0.0,No,,,No,No,,,1-Standalone,,Yes,NEELESH S NANOSKAR,MIC_2682222.jpeg,2026-05-04 12:37:54.248,
Rural,GOA,North Goa,Bardez,,Sangolda,,3,2026-05-03,Yes,1/30/551/005929/0626688/0003,Baros wado,,,Ponds,,28/14,15.5473132,73.800609,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,2064.0,2064.0,800.0,2064.0,3.0,5250.0,900.0,Full,Yes,Filled up every year,,1.0,0.0,No,,,No,No,,,1-Standalone,,Yes,NEELESH S NANOSKAR,MIC_2682903.jpeg,2026-05-04 16:12:51.875,
Rural,GOA,North Goa,Bardez,,Sangolda,,4,2026-05-03,No,1/30/551/005929/0626688/0004,Morod Ganesh kund Sangolda ,,,Tank,,56/19,15.558503,73.8060282,Others,Group of Individuals,No,,,,,,Others,Man-made,Masonary,2008.0,300000.0,,,No,,,,,,,No,,Yes,,25.0,25.0,10.0,25.0,3.0,75.0,10.0,Full,Yes,Filled up every year,,1.0,0.0,No,,,No,No,,,1-Standalone,,No,NEELESH S NANOSKAR,MIC_2682904.jpeg,2026-05-04 16:13:40.26,
Rural,GOA,North Goa,Bardez,,Sangolda,,5,2026-05-03,No,1/30/551/005929/0626688/0005,Morod Ganesh kund Sangolda ,,,Tank,,56/19,15.558503,73.8060282,Others,Group of Individuals,No,,,,,,Others,Man-made,Masonary,2008.0,300000.0,,,No,,,,,,,No,,Yes,,25.0,25.0,10.0,25.0,3.0,75.0,10.0,Full,Yes,Filled up every year,,1.0,0.0,No,,,No,No,,,1-Standalone,,No,NEELESH S NANOSKAR,MIC_2683535.jpeg,2026-05-04 20:16:31.232,
Rural,GOA,North Goa,Bardez,,Sangolda,,6,2026-05-03,Yes,1/30/551/005929/0626688/0006,St Antonichem Bhat,,,Ponds,,2/22,15.5537145,73.8046913,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,920.0,920.0,2.0,920.0,4.0,3680.0,2.0,Full,Yes,Filled up every year,,1.0,0.0,No,,,No,No,,,1-Standalone,,Yes,NEELESH S NANOSKAR,MIC_2684584.jpeg,2026-05-05 09:47:03.528,
Rural,GOA,North Goa,Bardez,,Sangolda,,7,2026-05-06,No,1/30/551/005929/0626688/0007,tali ,,,Ponds,,104/1,15.5494918,73.8065942,Others,Group of Individuals,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,6-9 months,75.0,75.0,0.0,75.0,2.5,187.5,1.0,Full,Yes,Filled up every year,,1.0,0.0,No,,,No,No,,,1-Standalone,,Yes,NEELESH S NANOSKAR,MIC_2688809.jpeg,2026-05-06 12:00:39.712,
Rural,GOA,North Goa,Bardez,,Marra,,1,2026-04-28,No,1/30/551/005929/0626689/0001,pond,,,Ponds,,3/17,15.522217,73.8005469,Others,Group of Individuals,Yes,Irrigation,Ground water recharge,Natural Habitat for birds/Animals,61667.86,62667.6,,Natural,,,,,,No,,,,,,,No,,Yes,,144.0,80.0,130.0,150.0,12.0,184.0,60.0,Full,Yes,Filled up every year,1.0,9.0,100.0,Yes,1.0,3.0,No,No,,,1-Standalone,,No,MOHINI ASWENKAR,MIC_2665037.jpeg,2026-04-28 13:38:30.601,
Rural,GOA,North Goa,Bardez,,Siolim (Ct),,1,2026-05-07,Yes,1/30/551/005929/0626690/0001,ponds- 32/4,,,Ponds,,32/4 Siolim ct,15.6163306,73.7707117,Others,Individual,Yes,Pisciculture,Irrigation,,194.19,200.0,,Man-made,Concrete,2003.0,50000.0,,,No,,,,,,,No,,Yes,,2176.24,2176.24,1960.0,2176.24,5.0,8705.0,8705.0,Full,No,Filled up every year,0.0,6.0,50.0,,,,No,No,,,2-Connected,1.0,Yes,SACHI BETKAR,MIC_2692224.jpeg,2026-05-07 11:34:49.042,
Rural,GOA,North Goa,Bardez,,Siolim (Ct),,2,2026-05-07,No,1/30/551/005929/0626690/0002,pond- 26/16 siolim,,,Ponds,,26/16 Siolim near Rivera,15.6198054,73.7741395,Others,Group of Individuals,Yes,Irrigation,Ground water recharge,,118.405,150.0,,Natural,,,,,,No,,,,,,,No,,Yes,,406.47,406.47,359.0,406.47,4.0,1520.0,1520.0,Full,No,Filled up every year,0.0,6.0,50.0,Not Known,,,No,No,,,1-Standalone,,No,SACHI BETKAR,MIC_2692391.jpeg,2026-05-07 12:20:08.326,
Rural,GOA,North Goa,Bardez,,Siolim (Ct),,3,2026-05-07,No,1/30/551/005929/0626690/0003,pond-29/1 Siolim ,,,Ponds,,29/1 near Rivera Siolim,15.6198,73.7741418,Others,Group of Individuals,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,Yes,,1130.0,1130.0,18.9,1130.0,2.0,1967.0,1967.0,Full,Yes,Filled up every year,0.0,6.0,50.0,Not Known,,,No,No,,,1-Standalone,,No,SACHI BETKAR,MIC_2692402.jpeg,2026-05-07 12:22:01.633,all silt cover need to clean
Rural,GOA,North Goa,Bardez,,Siolim (Ct),,4,2026-05-07,Yes,1/30/551/005929/0626690/0004,pond-318/2 siolim,,,Ponds,,318/2 near Govei Resort siolim,15.6181667,73.76154,Others,Individual,Yes,Pisciculture,Recreation,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,6528.91,6528.91,6510.0,6528.91,6.0,24770.0,24770.0,Full,No,Filled up every year,0.0,8.0,50.0,,,,No,No,,,2-Connected,2.0,Yes,SACHI BETKAR,MIC_2692421.jpeg,2026-05-07 12:24:24.645,
Rural,GOA,North Goa,Bardez,,Colvale (Ct),,1,2026-02-03,No,1/30/551/005929/0626691/0001,BRAHMAN TALE,,,Tank,,74/4,15.63976,73.83625,Others,Group of Individuals,Yes,Religious,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,140.0,140.0,100.0,140.0,3.2,500.0,225.0,Full,Yes,Filled up every year,0.0,1.0,100.0,,,,No,No,,,1-Standalone,,Yes,PRASAD G MORAJKAR,MIC_2075845.jpeg,2026-02-03 17:59:03.321,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,1,2026-04-26,No,1/30/551/005929/0626693/0001,Aradi Xir,,,Ponds,,156/1,15.5632877,73.8051022,Others,Group of Individuals,Yes,Religious,Irrigation,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,232.32,232.32,116.16,232.32,2.0,464.64,232.32,Full,No,Filled up every year,11.0,1.0,400.0,No,,,No,No,,,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2658847.jpeg,2026-04-26 13:21:14.998,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,2,2026-04-27,No,1/30/551/005929/0626693/0002,vouliche morod ,,,Ponds,,161/2,15.5668378,73.8123416,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,22.78,22.78,11.39,45.56,2.0,22.78,22.78,Full,No,Filled up every year,1.0,1.0,450.0,No,,,No,No,,,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2661101.jpeg,2026-04-27 11:09:29.085,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,3,2026-04-27,No,1/30/551/005929/0626693/0003,Vacio vaddogali,,,Ponds,,56/19,15.5584217,73.8060829,Others,Group of Individuals,Yes,Religious,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,17.09,17.09,8.504,34.18,2.0,17.09,17.09,Full,No,Filled up every year,1.0,1.0,250.0,No,,,No,No,,,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2661369.jpeg,2026-04-27 12:08:08.868,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,4,2026-04-28,No,1/30/551/005929/0626693/0004,Bangar Xeth,,,Ponds,,156/1,15.5635021,73.804486,Others,Group of Individuals,Yes,,Ground water recharge,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,222.29,111.145,222.29,444.58,2.0,222.29,222.29,Full,Yes,Filled up every year,1.0,1.0,430.0,No,,,No,No,,,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2664416.jpeg,2026-04-28 10:55:05.125,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,5,2026-04-28,No,1/30/551/005929/0626693/0005,SARVEM ,,,Ponds,,36/1,15.57639,73.80137,Others,Other private body,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,5.45,5.45,2.725,10.9,2.0,5.45,5.45,Upto 1/4,No,Filled up every year,,,,No,,,No,No,,,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2664647.jpeg,2026-04-28 11:53:15.684,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,6,2026-04-29,No,1/30/551/005929/0626693/0006,Zuache Akha,,,Ponds,,95/17,15.5712314,73.8070034,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,197.88,197.88,98.94,395.76,2.0,197.88,197.88,Full,No,Filled up every year,1.0,1.0,150.0,No,,,No,No,,,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2667233.jpeg,2026-04-29 10:40:42.698,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,7,2026-04-29,No,1/30/551/005929/0626693/0007,Zuache Akha,,,Ponds,,95/17,15.5705184,73.8068308,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,47.82,47.82,23.91,95.64,2.0,47.82,47.82,Full,Yes,Filled up every year,1.0,1.0,150.0,No,,,No,Yes,Yes,20.0,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2667366.jpeg,2026-04-29 11:00:49.593,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,8,2026-04-29,No,1/30/551/005929/0626693/0008,Shirdi ,,,Ponds,,114/53,15.5686441,73.8153706,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,32.46,32.46,16.23,64.92,2.0,32.46,32.46,Full,No,Filled up every year,1.0,1.0,230.0,No,,,No,No,,,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2667740.jpeg,2026-04-29 12:13:17.461,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,9,2026-04-29,No,1/30/551/005929/0626693/0009,Shirdi Shet,,,Ponds,,114/25,15.5686885,73.8153607,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,77.27,77.27,38.635,154.54,2.0,77.27,77.27,Full,No,Filled up every year,1.0,1.0,150.0,No,,,No,No,,,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2667791.jpeg,2026-04-29 12:22:20.754,
Rural,GOA,North Goa,Bardez,,Guirim (Ct),,10,2026-04-29,No,1/30/551/005929/0626693/0010,Zembech  shelok,,,Ponds,,100/12A,15.5684932,73.8093062,Others,Group of Individuals,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,589.44,589.44,294.72,1178.88,2.0,589.44,589.44,Full,No,Filled up every year,1.0,1.0,250.0,No,,,No,No,,,1-Standalone,,No,VIKAS FATARPEKAR,MIC_2667976.jpeg,2026-04-29 12:50:26.293,
Rural,GOA,North Goa,Bardez,,Candolim (Ct),,1,2026-05-08,No,1/30/551/005929/0626697/0001,Nag Tollem,,,Ponds,,218/02,15.5184331,73.7726019,Others,Panchayat,Yes,Ground water recharge,Religious,Recreation,,,,Man-made,Concrete,1990.0,20000.0,,,No,,,,,,,No,,Yes,,1732.0,4417.0,1732.0,1811.07,10.0,18110.0,18110.0,Upto 3/4,Yes,Filled up every year,2.0,2.0,450.0,Yes,1.0,1.0,No,No,,,1-Standalone,,Yes,SIDDHESH AJGAONKAR,MIC_2696298.jpeg,2026-05-08 11:10:23.695,
Rural,GOA,North Goa,Bardez,,Candolim (Ct),,2,2026-05-08,No,1/30/551/005929/0626697/0002,CAZREACHO PATO,,,Tank,,232/3,15.5154822,73.7726593,Others,Group of Individuals,Yes,Irrigation,Ground water recharge,Recreation,377.0,377.0,,Man-made,Masonary,1968.0,2500.0,,,No,,,,,,,No,,Yes,,377.0,377.0,340.0,400.0,0.5,961.0,200.0,Upto 3/4,Yes,Filled up every year,2.0,2.0,200.0,Yes,1.0,1.0,No,No,,,1-Standalone,,Yes,SIDDHESH AJGAONKAR,MIC_2696300.jpeg,2026-05-08 11:10:29.945,NEAR TANISI HOTELS
Rural,GOA,North Goa,Bardez,,Candolim (Ct),,3,2026-05-11,No,1/30/551/005929/0626697/0003,Camat Wado Tabk,,,Tank,,152/3,15.5208667,73.764615,Others,Group of Individuals,No,,,,,,Dried-up,Man-made,Concrete,2010.0,250000.0,,,Yes,WRD,2025.0,2026.0,,3055.0,3055.0,No,,Yes,,3055.0,3055.0,50.0,7790.0,2.0,6110.0,100.0,Full,Yes,Usually filled up,,,,Not Known,,,No,No,,,1-Standalone,,Yes,SIDDHESH AJGAONKAR,MIC_2706871.jpeg,2026-05-11 17:06:29.096,
Rural,GOA,North Goa,Bardez,,Candolim (Ct),,4,2026-05-16,No,1/30/551/005929/0626697/0004,Gali,,,Tank,,229/2,15.5158083,73.7715843,Others,Group of Individuals,No,,,,,,Others,Man-made,Masonary,2015.0,250000.0,2022.0,200000.0,No,,,,,,,No,,Yes,,821.0,821.0,739.0,903.0,3.0,2094.0,2094.0,Upto 3/4,Yes,Usually filled up,,,,No,,,No,No,,,1-Standalone,,No,SIDDHESH AJGAONKAR,MIC_2732052.jpeg,2026-05-16 11:38:32.51,Polluted and Dead Fish
Rural,GOA,North Goa,Bardez,,Penha-De-Franca (Ct),,1,2026-05-04,No,1/30/551/005929/0626701/0001,,,,Ponds,,112/1,15.5205276,73.8408386,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,Ground water recharge,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,38.0,30.0,25.0,48.0,4.0,97.0,70.0,Full,Yes,Filled up every year,2.0,11.0,150.0,Yes,1.0,6.0,No,No,,,1-Standalone,,No,MEGHARAJ KHORJUVEKAR,MIC_2682925.jpeg,2026-05-04 16:29:36.467,
Rural,GOA,North Goa,Bardez,,Penha-De-Franca (Ct),,2,2026-05-04,No,1/30/551/005929/0626701/0002,Goddya Amyachi Tali,,,Ponds,,117/2,15.5207165,73.8362032,Others,Individual,Yes,Natural Habitat for birds/Animals,Ground water recharge,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,210.0,160.0,120.0,250.0,8.0,268.0,150.0,Full,Yes,Filled up every year,2.0,11.0,150.0,,,,No,No,,,1-Standalone,,No,MEGHARAJ KHORJUVEKAR,MIC_2682936.jpeg,2026-05-04 16:30:34.78,Needs Maintanance
Rural,GOA,North Goa,Bardez,,Penha-De-Franca (Ct),,3,2026-04-25,No,1/30/551/005929/0626701/0003,Sateri Devi Tali,,,Tank,,146/3,15.5243071,73.8403567,Others,Individual,Yes,Religious,Ground water recharge,Natural Habitat for birds/Animals,,,,Man-made,Masonary,1995.0,50000.0,2010.0,30000.0,No,,,,,,,No,,Yes,,187.0,120.0,100.0,250.0,8.0,477.0,150.0,Full,Yes,Filled up every year,2.0,11.0,150.0,,,,No,No,,,1-Standalone,,No,MEGHARAJ KHORJUVEKAR,MIC_2682937.jpeg,2026-05-04 16:30:58.343,
Rural,GOA,North Goa,Bicholim,,Dumacem,,1,2026-05-11,Yes,1/30/551/005930/0626742/0001,Dhumashe near delip house,,,Tank,,37,15.6879447,73.909388,Others,Individual,Yes,Irrigation,Natural Habitat for birds/Animals,Ground water recharge,5000.0,7000.0,,Natural,,,,,,No,,,,,,,No,,No,6-9 months,581.0,581.0,550.0,600.0,2.0,1200.0,1.0,Upto 1/2,No,Filled up every year,1.0,1.0,500.0,,,,No,No,,,1-Standalone,,Yes,VIJAYA PARAB,MIC_2705399.jpeg,2026-05-11 11:55:03.852,Nil
